price_amount,makeid,manufacturerprice,km,vehicleyear,etiqueta_type_id,provinceid,horsepower,maxspeed,acceleration,combustible_type_id,body_type_id,transmision_type_id,doors,seatingcapacity,colores_type_id,dimensionsinmillimeterswidth,dimensionsinmillimetersheight,dimensionsinmillimeterslength,weight,tankcapacityinliters,trunkcapacityinliters,consumptionurban,consumptionmixed,consumptionextraurban,co2emissionsgramsperkm,batteryvoltage,batterykwh,chargingtime,chargingtimefast
25900.0,72.0,34200.0,29838.0,2021.0,4.0,1.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,38.6,211.0,3.1599999999999997,1.3,2.98,31.6,35.0,32.6,720.0,36.0
52900.0,10.0,73376.0,25794.0,2021.0,4.0,28.0,299.0,250.0,6.2,5.0,1.0,1.0,4.0,5.0,6.0,1886.0,1457.0,4939.0,2085.0,52.0,360.0,3.4,1.98,3.4,42.0,321.4,17.9,1584.0,32.4
29450.0,72.0,34200.0,16286.0,2021.0,4.0,50.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.6,211.0,3.28,1.42,3.4,31.2,35.0,32.6,720.0,36.0
10490.0,22.0,32940.0,73000.0,2018.0,5.0,28.0,67.0,110.0,12.520000000000001,3.0,8.0,1.0,3.0,2.0,4.0,1810.0,1812.0,4380.0,1530.0,40.8,350.8,2.46,1.6200000000000003,2.7199999999999998,32.0,3.0,22.5,510.0,30.0
29800.0,72.0,34200.0,1291.0,2021.0,4.0,3.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.6199999999999999,3.4,29.2,35.0,32.6,720.0,36.0
37900.0,15.0,53950.0,64900.0,2020.0,5.0,43.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,2.66,1.64,2.98,37.0,107.8,11.5,354.8,69.4
45995.0,15.0,53950.0,30759.0,2020.0,4.0,28.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,3.4,1.24,3.4,37.0,293.4,11.5,1093.8,44.6
42800.0,10.0,43800.0,27000.0,2021.0,4.0,28.0,204.0,227.0,7.6,5.0,1.0,1.0,5.0,5.0,10.0,1816.0,1450.0,4343.0,1635.0,40.0,280.0,3.28,1.7,3.4,41.8,22.0,13.0,300.0,54.2
25900.0,105.0,42480.0,30000.0,2021.0,4.0,28.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,40.0,282.6,13.0,300.0,51.4
46200.0,10.0,47730.0,38000.0,2022.0,4.0,28.0,202.8,179.2,8.959999999999999,5.0,1.0,1.0,5.0,5.0,2.0,1834.6,1642.4,4502.6,1852.6,41.8,440.2,3.4,1.4600000000000002,3.4,39.8,82.0,34.88000000000001,324.0,46.0
21990.0,72.0,34200.0,52297.0,2021.0,5.0,15.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,41.8,211.0,2.54,0.9400000000000001,2.98,27.2,35.0,32.6,720.0,36.0
32790.0,72.0,34200.0,33.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,38.0,211.0,3.28,1.6199999999999999,3.4,30.6,35.0,32.6,720.0,36.0
32890.0,72.0,34200.0,7900.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,37.0,211.0,3.28,1.5399999999999998,3.4,29.8,35.0,32.6,720.0,36.0
25990.0,72.0,34200.0,9000.0,2021.0,4.0,28.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,37.0,211.0,3.28,1.1400000000000001,3.4,29.6,35.0,32.6,720.0,36.0
26999.0,105.0,42480.0,21498.0,2021.0,4.0,28.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,38.2,78.2,13.0,300.0,57.0
40500.0,105.0,42480.0,6269.0,2021.0,4.0,28.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,33.0,9.8,13.0,300.0,26.8
33990.0,105.0,42480.0,23630.0,2021.0,5.0,27.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,35.6,10.4,13.0,300.0,69.2
26900.0,72.0,34200.0,20248.0,2021.0,4.0,24.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.2,211.0,3.16,1.2799999999999998,3.4,29.4,35.0,32.6,720.0,36.0
32990.0,72.0,34200.0,8960.0,2021.0,4.0,28.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,37.0,211.0,3.28,1.5399999999999998,3.4,29.8,35.0,32.6,720.0,36.0
27500.0,72.0,34200.0,30000.0,2021.0,4.0,39.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,37.4,211.0,3.1599999999999997,1.3,2.98,29.2,35.0,32.6,720.0,36.0
27990.0,105.0,46532.0,32256.0,2018.0,4.0,9.0,218.0,225.0,7.4,5.0,1.0,1.0,4.0,5.0,2.0,1832.0,1476.0,4767.0,1722.0,50.0,402.0,3.28,1.2200000000000002,3.4,40.0,353.0,9.9,255.0,104.0
42990.0,10.0,48527.0,27500.0,2022.0,4.0,28.0,250.0,196.8,7.659999999999999,5.0,1.0,1.0,5.0,5.0,2.0,1837.4,1649.4,4442.4,1923.0,39.0,468.0,3.4,1.2399999999999998,3.4,27.4,22.8,12.36,310.8,71.8
29800.0,72.0,34200.0,1291.0,2021.0,4.0,30.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.6199999999999999,3.4,29.2,35.0,32.6,720.0,36.0
23999.0,72.0,34200.0,41000.0,2021.0,4.0,9.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,40.6,211.0,2.54,0.9,2.98,30.8,35.0,32.6,720.0,36.0
38900.0,15.0,53950.0,16787.0,2020.0,4.0,28.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,3.4,1.5,3.4,37.0,201.0,11.5,324.8,67.4
43800.0,15.0,53950.0,34800.0,2020.0,4.0,48.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,3.4,1.3,3.4,37.0,442.6,11.5,717.0,39.8
15990.0,22.0,32940.0,49025.0,2018.0,4.0,41.0,67.0,110.0,11.5,3.0,8.0,1.0,3.0,2.0,4.0,1810.0,1812.0,4380.0,1530.0,41.0,370.0,2.54,0.9400000000000001,2.98,29.2,3.0,22.5,510.0,30.0
39490.0,105.0,42480.0,6000.0,2021.0,4.0,8.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,36.0,3.2,13.0,300.0,26.8
29000.0,105.0,40250.0,21000.0,2017.0,4.0,8.0,204.0,222.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1799.0,1484.0,4276.0,1615.0,40.0,272.0,3.28,1.1,3.4,38.0,352.0,8.7,210.0,150.0
29990.0,105.0,42480.0,18700.0,2021.0,5.0,8.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,36.6,84.8,13.0,300.0,44.2
35900.0,78.0,44050.0,10488.0,2021.0,4.0,41.0,225.0,235.0,7.5,5.0,1.0,1.0,5.0,5.0,2.0,1852.0,1441.0,4367.0,1633.0,40.0,361.0,3.28,1.7600000000000002,3.4,38.0,165.6,12.4,420.0,59.4
31900.0,77.0,33600.0,7.0,2023.0,4.0,29.0,181.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,1.0,1727.0,1472.0,4374.0,1678.0,42.0,352.0,3.28,1.6199999999999999,3.4,30.6,35.0,12.4,420.0,36.0
37600.0,15.0,62200.0,51000.0,2018.0,4.0,50.0,252.0,235.0,6.2,5.0,1.0,1.0,4.0,5.0,4.0,1868.0,1483.0,4936.0,1845.0,46.0,410.0,3.4,2.0,3.4,44.0,36.0,11.2,2610.0,36.0
39190.0,15.0,50450.0,21998.0,2022.0,1.0,43.0,204.0,225.0,7.6,5.0,1.0,1.0,4.0,5.0,9.0,1827.0,1444.0,4709.0,1845.0,40.0,480.0,3.28,1.56,3.4,35.4,354.0,11.5,252.0,68.8
34390.0,78.0,40480.0,5229.6,2023.0,4.0,41.0,180.0,225.0,7.7,5.0,1.0,1.0,5.0,5.0,12.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,2.84,1.32,1.3,39.2,3.0,12.4,420.0,31.6
37899.0,15.0,53950.0,41000.0,2020.0,5.0,41.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,3.4,1.48,3.4,37.0,3.0,11.5,420.8,73.6
32500.0,72.0,34200.0,11.0,2021.0,4.0,30.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.6199999999999999,3.4,30.6,35.0,32.6,720.0,36.0
31900.0,78.0,41710.0,20.0,2022.0,3.0,8.0,180.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,10.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.28,1.54,3.4,32.8,8.0,12.4,420.0,31.4
28150.0,105.0,48658.0,19829.0,2019.0,4.0,8.0,218.0,187.4,9.139999999999999,5.0,1.0,1.0,4.0,5.0,6.0,1832.0,1483.0,4775.0,1730.0,50.0,586.0,3.28,1.86,3.4,36.0,353.0,9.9,653.0,213.0
33900.0,10.0,43800.0,55000.0,2021.0,4.0,15.0,204.0,227.0,7.6,5.0,1.0,1.0,5.0,5.0,10.0,1816.0,1450.0,4343.0,1635.0,40.0,280.0,2.54,1.7,2.98,37.2,22.0,13.0,300.0,128.6
25300.0,105.0,42480.0,47600.0,2021.0,4.0,8.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,2.54,0.9,2.98,32.8,278.8,13.0,300.0,56.4
25895.0,105.0,42480.0,30000.0,2021.0,4.0,8.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,40.0,282.6,13.0,300.0,51.4
34500.0,15.0,53950.0,119000.0,2020.0,3.0,7.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,2.7,1.7,2.98,37.0,3.0,11.5,386.4,92.4
30900.0,78.0,39410.0,255.0,2022.0,4.0,41.0,180.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.28,1.58,3.4,31.4,234.2,12.4,420.0,35.2
13990.0,93.0,23302.0,24335.0,2017.0,4.0,28.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,40.6,260.0,3.04,1.2799999999999998,2.98,29.2,167.8,17.6,360.0,210.0
14990.0,93.0,23302.0,41408.0,2017.0,4.0,28.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,39.8,260.0,2.54,1.2600000000000002,2.98,32.4,210.4,17.6,360.0,210.0
31800.0,72.0,34200.0,3401.0,2021.0,4.0,30.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,37.0,211.0,3.28,1.4599999999999997,3.4,29.4,35.0,32.6,720.0,36.0
32898.0,78.0,39410.0,5100.0,2022.0,5.0,28.0,180.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.28,1.6799999999999997,3.4,33.6,218.8,12.4,420.0,45.8
25890.0,72.0,34200.0,12686.0,2021.0,4.0,47.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,40.2,211.0,3.28,1.3,3.4,30.2,35.0,32.6,720.0,36.0
16300.0,105.0,39330.0,209391.0,2016.0,5.0,3.0,204.0,222.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1799.0,1457.0,4270.0,1599.0,40.0,272.0,2.8,1.2,3.14,37.0,352.0,8.7,210.0,150.0
24300.0,72.0,34200.0,31000.0,2021.0,5.0,3.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,38.6,211.0,3.16,1.42,2.98,32.2,35.0,32.6,720.0,36.0
31900.0,105.0,48658.0,19829.0,2019.0,4.0,8.0,218.0,208.6,8.48,5.0,1.0,1.0,4.0,5.0,6.0,1832.0,1483.0,4775.0,1730.0,50.0,586.0,3.28,1.6600000000000001,3.4,36.0,353.0,9.9,389.0,171.2
26990.0,15.0,53950.0,97000.0,2020.0,4.0,43.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,2.7,1.7799999999999998,2.98,37.0,9.6,11.5,366.0,29.4
13500.0,93.0,23302.0,32500.0,2017.0,4.0,46.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,40.6,260.0,3.04,1.26,2.98,29.2,144.0,17.6,360.0,210.0
13500.0,93.0,23302.0,32500.0,2017.0,4.0,28.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,40.6,260.0,3.04,1.26,2.98,29.2,144.0,17.6,360.0,210.0
27990.0,105.0,46532.0,32256.0,2018.0,4.0,47.0,218.0,225.0,7.4,5.0,1.0,1.0,4.0,5.0,2.0,1832.0,1476.0,4767.0,1722.0,50.0,402.0,3.28,1.2200000000000002,3.4,40.0,353.0,9.9,255.0,104.0
29900.0,72.0,34200.0,20156.0,2021.0,4.0,6.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.4,211.0,3.28,1.54,3.4,30.8,35.0,32.6,720.0,36.0
37890.0,15.0,53950.0,67735.0,2020.0,4.0,47.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,2.66,1.6799999999999997,2.98,37.0,107.8,11.5,354.8,69.4
20700.0,105.0,38012.0,49800.0,2017.0,5.0,45.0,136.0,150.0,9.6,3.0,1.0,1.0,5.0,5.0,4.0,1790.0,1428.0,4270.0,1615.0,36.2,341.0,2.54,1.0,2.98,50.2,323.0,35.8,1020.0,45.0
50900.0,10.0,73376.0,25804.0,2021.0,4.0,28.0,299.0,250.0,6.2,5.0,1.0,1.0,4.0,5.0,2.0,1886.0,1457.0,4939.0,2085.0,52.0,360.0,3.4,2.2199999999999998,3.4,42.0,184.6,17.9,1188.0,37.6
27990.0,105.0,46532.0,32256.0,2018.0,4.0,37.0,218.0,225.0,7.4,5.0,1.0,1.0,4.0,5.0,2.0,1832.0,1476.0,4767.0,1722.0,50.0,402.0,3.28,1.2200000000000002,3.4,40.0,353.0,9.9,255.0,104.0
18900.0,105.0,39330.0,120000.0,2016.0,4.0,18.0,204.0,222.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1799.0,1457.0,4270.0,1599.0,40.0,272.0,2.8,1.44,2.46,37.0,352.0,8.7,210.0,150.0
13990.0,93.0,23302.0,36145.0,2017.0,5.0,29.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,40.6,260.0,2.54,1.18,2.98,30.8,167.8,17.6,360.0,210.0
13490.0,93.0,23302.0,63391.0,2017.0,4.0,28.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,43.0,260.0,2.46,1.1199999999999999,3.14,26.0,144.0,17.6,360.0,210.0
14990.0,93.0,23302.0,62239.0,2017.0,4.0,28.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,43.0,260.0,2.46,0.9999999999999998,3.14,26.0,167.8,17.6,360.0,210.0
28900.0,72.0,34200.0,19900.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.16,1.54,3.4,31.4,35.0,32.6,720.0,36.0
22000.0,15.0,53950.0,130000.0,2020.0,3.0,9.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,2.4200000000000004,1.8,2.56,37.0,9.4,11.5,333.0,31.2
34999.0,78.0,39410.0,38363.2,2022.0,4.0,46.0,180.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,2.84,1.8199999999999998,1.3,31.8,23.2,12.4,420.0,32.6
13500.0,93.0,23302.0,32500.0,2017.0,4.0,29.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,40.6,260.0,3.04,1.26,2.98,29.2,144.0,17.6,360.0,210.0
26995.0,105.0,42480.0,20000.0,2021.0,4.0,28.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,38.2,205.0,13.0,300.0,49.2
31990.0,105.0,42480.0,16519.0,2021.0,5.0,28.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,38.2,84.8,13.0,300.0,71.0
55700.0,10.0,73376.0,26159.0,2021.0,4.0,28.0,299.0,250.0,6.2,5.0,1.0,1.0,4.0,5.0,6.0,1886.0,1457.0,4939.0,2085.0,52.0,360.0,3.4,1.9,3.4,42.0,363.2,17.9,1584.0,32.4
25900.0,78.0,40480.0,29000.0,2023.0,4.0,36.0,180.0,225.0,7.7,5.0,1.0,1.0,5.0,5.0,12.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.16,1.1,3.4,38.0,3.0,12.4,420.0,51.2
29550.0,15.0,62200.0,115000.0,2018.0,5.0,46.0,252.0,235.0,6.2,5.0,1.0,1.0,4.0,5.0,4.0,1868.0,1483.0,4936.0,1845.0,46.0,410.0,3.4,2.0,3.4,44.0,99.6,11.2,2160.0,87.6
35600.0,84.0,44960.0,14.0,2023.0,4.0,30.0,160.0,175.0,9.4,5.0,1.0,1.0,5.0,5.0,6.0,1814.0,1447.0,4359.0,1530.0,47.0,473.0,3.28,1.7,3.4,36.4,403.0,9.8,300.0,167.0
31900.0,72.0,34200.0,7.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.6199999999999999,3.4,30.6,35.0,32.6,720.0,36.0
28500.0,72.0,34200.0,1646.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,41.2,211.0,3.28,1.46,3.4,30.8,35.0,32.6,720.0,36.0
31800.0,72.0,34200.0,3401.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,37.0,211.0,3.28,1.4599999999999997,3.4,29.4,35.0,32.6,720.0,36.0
27000.0,15.0,53950.0,69000.0,2020.0,5.0,26.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,2.54,2.2,2.98,37.0,3.0,11.5,408.0,26.8
25890.0,72.0,34200.0,12686.0,2021.0,4.0,37.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,40.2,211.0,3.28,1.3,3.4,30.2,35.0,32.6,720.0,36.0
11500.0,93.0,23302.0,32000.0,2017.0,4.0,28.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,40.6,260.0,3.04,1.18,2.98,29.2,144.0,17.6,360.0,210.0
14990.0,93.0,23302.0,37500.0,2017.0,4.0,28.0,82.0,130.0,11.5,3.0,1.0,1.0,3.0,2.0,9.0,1663.0,1555.0,2695.0,1085.0,40.6,260.0,2.54,1.1800000000000002,2.98,30.8,167.8,17.6,360.0,210.0
34900.0,10.0,40712.0,28950.0,2021.0,4.0,28.0,204.0,227.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1816.0,1449.0,4343.0,1635.0,40.0,280.0,3.28,1.7600000000000002,3.4,31.0,221.4,13.0,1261.8,38.6
24900.0,72.0,33950.0,11200.0,2021.0,3.0,14.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,6.0,1727.0,1414.0,3845.0,1440.0,38.6,211.0,3.28,1.3,3.4,30.8,352.0,32.6,798.0,36.0
30890.0,72.0,34200.0,1750.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.4599999999999997,3.4,30.2,35.0,32.6,720.0,36.0
33500.0,78.0,40480.0,10.0,2023.0,4.0,28.0,180.0,225.0,7.7,5.0,1.0,1.0,5.0,5.0,12.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.28,1.54,3.4,31.4,3.0,12.4,420.0,32.6
38950.0,15.0,53950.0,37450.0,2020.0,4.0,35.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,3.4,1.44,3.4,37.0,73.4,11.5,336.8,55.6
31700.0,72.0,34200.0,11.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.6199999999999999,3.4,30.6,35.0,32.6,720.0,36.0
31700.0,72.0,34200.0,11.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.6199999999999999,3.4,30.6,35.0,32.6,720.0,36.0
29900.0,72.0,34200.0,4100.0,2021.0,4.0,37.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,40.2,211.0,3.28,1.46,3.4,30.6,35.0,32.6,720.0,36.0
32500.0,78.0,38630.0,1.0,2023.0,4.0,41.0,180.0,225.0,7.7,5.0,1.0,1.0,5.0,5.0,4.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.28,1.58,3.4,31.0,3.0,12.4,420.0,28.6
24500.0,105.0,40250.0,84000.0,2017.0,4.0,32.0,204.0,222.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1799.0,1484.0,4276.0,1615.0,40.0,272.0,2.46,1.3199999999999998,3.14,38.0,352.0,8.7,210.0,150.0
29700.0,72.0,34200.0,1291.0,2021.0,4.0,46.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.0,211.0,3.28,1.6199999999999999,3.4,29.2,35.0,32.6,720.0,36.0
35850.0,15.0,53950.0,82000.0,2020.0,4.0,48.0,292.0,230.0,5.9,5.0,1.0,1.0,4.0,5.0,4.0,1827.0,1444.0,4709.0,1815.0,40.0,480.0,2.7800000000000002,1.7,2.98,37.0,3.0,11.5,391.6,59.2
42990.0,15.0,62200.0,31000.0,2018.0,5.0,36.0,252.0,235.0,6.2,5.0,1.0,1.0,4.0,5.0,4.0,1868.0,1483.0,4936.0,1845.0,46.0,410.0,3.4,2.0,3.4,44.0,156.2,11.2,369.0,34.8
32990.0,105.0,42480.0,17900.0,2021.0,5.0,8.0,245.0,225.0,6.7,5.0,1.0,1.0,5.0,5.0,4.0,1789.0,1484.0,4287.0,1624.0,40.0,273.0,3.28,0.9,3.4,37.4,20.4,13.0,300.0,83.6
29450.0,78.0,39410.0,16394.0,2022.0,4.0,28.0,180.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.28,1.26,3.4,33.0,80.2,12.4,420.0,33.8
17850.0,84.0,39940.0,97000.0,2021.0,4.0,28.0,160.0,178.0,9.8,5.0,4.0,1.0,5.0,5.0,9.0,1814.0,1457.0,4626.0,1603.0,39.0,447.0,2.46,1.08,2.72,52.0,403.0,9.8,300.0,85.8
17850.0,84.0,39940.0,97000.0,2021.0,4.0,8.0,160.0,178.0,9.8,5.0,4.0,1.0,5.0,5.0,9.0,1814.0,1457.0,4626.0,1603.0,39.0,447.0,2.46,1.08,2.72,52.0,403.0,9.8,300.0,85.8
17850.0,84.0,39940.0,97000.0,2021.0,4.0,46.0,160.0,178.0,9.8,5.0,4.0,1.0,5.0,5.0,9.0,1814.0,1457.0,4626.0,1603.0,39.0,447.0,2.46,1.08,2.72,52.0,403.0,9.8,300.0,85.8
17850.0,84.0,39940.0,97000.0,2021.0,4.0,41.0,160.0,178.0,9.8,5.0,4.0,1.0,5.0,5.0,9.0,1814.0,1457.0,4626.0,1603.0,39.0,447.0,2.46,1.08,2.72,52.0,403.0,9.8,300.0,85.8
35600.0,84.0,44960.0,12.0,2023.0,4.0,30.0,160.0,175.0,9.4,5.0,1.0,1.0,5.0,5.0,6.0,1814.0,1447.0,4359.0,1530.0,47.0,473.0,3.28,1.7,3.4,36.4,403.0,9.8,300.0,167.0
27490.0,78.0,39410.0,34572.0,2022.0,5.0,15.0,180.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,4.0,1852.0,1441.0,4367.0,1603.0,40.0,361.0,3.16,0.9,3.4,39.0,206.4,12.4,420.0,37.8
31900.0,77.0,33600.0,7.0,2023.0,4.0,18.0,181.0,225.0,7.6,5.0,1.0,1.0,5.0,5.0,1.0,1727.0,1472.0,4374.0,1678.0,42.0,352.0,3.28,1.6199999999999999,3.4,30.6,35.0,12.4,420.0,36.0
30900.0,72.0,34200.0,20033.0,2021.0,5.0,4.0,184.0,150.0,7.3,3.0,1.0,1.0,3.0,4.0,12.0,1727.0,1432.0,3850.0,1440.0,39.4,211.0,3.28,1.5399999999999998,3.4,30.6,35.0,32.6,720.0,36.0
